hour,day_of_week,traffic_density,rainfall,visibility,speed_avg,junction_score,accident_risk
16,4,75,68,42,72,5,1
0,5,76,36,90,53,5,1
11,2,16,26,65,51,9,1
18,6,64,86,38,95,9,0
14,0,89,32,62,100,6,1
8,6,40,67,49,25,3,1
6,3,83,58,83,32,7,1
1,4,28,63,27,105,4,1
8,3,37,84,56,94,5,0
9,5,90,87,22,83,7,0
1,0,37,43,36,26,7,1
18,4,28,94,71,64,8,1
10,5,96,87,83,64,1,0
12,3,29,48,54,104,5,1
9,3,22,52,12,84,9,1
13,4,86,73,31,113,7,1
17,0,52,48,36,38,2,0
18,3,20,65,64,66,1,0
21,2,57,94,76,65,8,0
8,5,24,62,42,48,9,1
6,4,26,24,11,118,5,1
2,1,63,3,84,103,6,1
19,1,59,50,55,119,2,0
5,0,37,10,83,80,5,0
20,2,92,16,42,84,4,1
1,3,13,65,67,42,8,1
5,1,31,69,16,114,8,1
2,0,95,72,24,70,5,1
15,5,48,68,35,82,8,1
7,2,43,83,20,118,6,0
1,2,53,28,47,41,6,0
16,6,51,84,36,90,4,0
8,0,49,72,16,52,3,0
11,0,21,91,10,119,9,1
2,6,11,71,83,63,5,0
10,3,37,94,30,26,4,0
0,0,83,19,88,110,6,1
22,6,95,26,39,21,4,0
12,3,90,7,17,36,6,1
14,3,99,84,97,84,8,0
4,4,76,60,92,77,8,1
20,2,80,27,12,49,6,1
16,5,81,86,64,105,1,1
22,2,93,69,24,111,1,0
23,2,85,2,45,116,3,0
5,4,90,68,15,45,2,1
20,3,19,72,51,54,1,0
21,3,95,6,59,82,1,1
10,0,66,59,27,94,6,1
17,4,95,3,92,90,7,1
3,0,46,4,59,47,8,1
2,4,86,10,39,44,3,1
12,0,73,14,86,80,1,1
22,1,88,63,48,50,5,1
8,6,95,97,21,73,8,0
20,2,49,12,68,86,4,0
5,2,69,6,85,116,2,0
11,5,57,5,53,70,9,0
1,6,28,55,97,77,9,0
2,3,81,63,13,53,3,0
2,5,42,49,45,78,7,1
11,1,53,29,57,40,1,0
14,5,46,21,23,75,8,1
8,2,98,24,90,56,8,0
22,3,45,27,58,83,3,1
7,1,90,83,76,38,5,0
10,2,97,38,96,104,4,0
15,6,30,66,86,97,7,0
21,0,11,4,18,93,7,0
3,4,40,64,30,72,8,0
0,1,39,14,81,90,5,1
23,3,85,89,90,112,5,1
6,5,53,66,25,82,8,0
1,6,21,39,25,81,5,1
23,5,60,97,37,91,1,1
4,1,58,68,60,96,3,1
6,6,33,94,65,38,2,1
3,3,33,76,89,94,5,0
4,1,69,42,66,21,8,0
23,3,20,0,61,25,9,1
0,5,22,21,55,48,9,0
0,2,81,61,87,60,1,0
14,6,83,78,47,70,1,0
19,0,81,25,93,24,1,0
18,2,73,17,57,60,1,1
9,0,29,47,50,81,9,1
17,5,81,8,68,49,1,1
2,6,82,0,76,81,7,0
10,2,80,8,83,119,6,1
14,2,87,22,93,46,9,1
10,1,37,44,75,69,9,1
16,4,11,1,36,101,4,1
16,5,52,13,41,71,9,0
5,3,17,37,65,68,6,1
4,5,22,39,19,81,5,0
7,3,94,62,49,119,9,0
1,6,44,81,26,79,7,1
15,3,32,15,67,99,9,0
19,0,55,92,15,73,5,0
23,3,24,74,48,24,4,1
11,3,11,5,27,28,3,1
5,1,70,2,82,53,5,1
0,2,85,13,81,117,9,1
3,5,73,65,98,55,3,1
16,5,61,95,51,114,1,0
12,6,45,94,13,39,2,1
17,6,76,74,29,100,5,0
4,3,78,85,37,103,3,0
23,4,76,66,49,111,6,1
23,5,56,30,74,104,8,0
2,6,92,32,53,102,6,0
10,3,11,87,32,82,9,1
12,6,53,0,66,86,6,1
3,0,73,43,56,49,5,0
13,0,90,14,22,88,4,0
21,6,87,36,25,89,2,0
10,0,37,26,99,22,6,0
9,6,63,47,64,68,2,0
18,3,83,26,74,61,5,1
17,1,76,11,90,43,1,1
5,4,45,66,25,63,3,1
14,3,72,29,46,20,5,1
20,1,34,95,61,73,7,0
9,1,95,86,19,71,8,1
4,5,57,65,47,55,7,1
4,3,48,6,53,98,7,0
9,3,56,33,83,57,2,0
4,6,30,31,63,63,6,0
2,1,39,38,60,101,5,1
22,1,40,95,61,106,9,1
5,1,35,42,79,66,4,0
3,6,31,42,68,48,7,0
17,5,30,77,22,70,8,1
8,3,10,2,50,60,6,0
16,1,46,45,21,105,3,0
12,0,86,31,59,83,5,0
14,3,94,42,66,107,1,1
19,6,55,99,59,67,8,1
16,5,18,80,66,96,2,1
12,0,26,2,63,116,7,0
15,6,56,73,75,41,9,0
21,2,94,62,17,118,1,1
3,3,68,39,72,36,4,0
4,2,63,17,18,105,7,0
4,6,95,66,69,24,9,1
8,6,21,61,72,80,2,0
16,6,73,9,81,108,2,0
12,1,15,51,12,25,6,0
1,5,62,72,82,72,3,0
12,1,25,45,22,100,4,1
21,5,99,54,18,114,3,0
20,4,14,45,98,36,1,1
22,1,82,74,61,78,6,1
18,2,55,59,71,116,2,1
2,5,23,96,17,58,2,1
9,1,53,99,54,73,7,0
1,3,72,25,62,67,5,0
12,6,61,26,72,56,8,1
18,5,35,37,90,67,2,1
16,5,62,21,66,87,8,1
20,1,38,25,63,97,7,1
13,4,28,85,28,96,8,0
11,1,56,68,76,46,3,1
20,2,17,34,55,107,8,1
11,2,32,65,19,46,6,0
10,5,44,98,27,91,2,1
6,5,62,72,21,82,6,0
3,1,67,50,58,71,5,0
18,2,14,17,32,66,3,0
0,2,25,42,71,40,1,1
23,4,26,11,20,76,7,0
2,3,41,2,82,94,2,0
12,4,61,81,65,114,1,1
14,0,29,6,97,110,1,1
1,6,75,96,98,61,7,1
10,4,93,5,64,67,1,1
3,1,91,81,34,46,9,0
18,3,10,44,18,91,6,1
16,1,67,85,21,52,4,0
2,6,92,38,20,95,4,0
17,0,53,50,47,54,5,1
7,3,15,8,37,117,2,1
21,5,59,98,17,35,5,1
23,2,81,22,83,55,2,1
18,4,97,11,98,85,4,0
4,1,29,87,56,95,5,1
6,0,23,61,45,110,6,0
20,2,14,72,59,75,6,0
7,4,50,76,18,36,9,1
4,2,49,39,69,39,4,1
16,4,43,53,81,104,5,1
4,5,89,80,76,113,6,0
3,3,54,6,62,103,4,0
21,2,80,16,91,27,6,0
18,2,89,49,26,37,2,1
20,2,80,23,62,37,7,1
1,3,36,1,37,37,3,1
10,0,87,98,72,21,4,1
21,4,87,91,24,95,9,1
12,5,53,82,28,115,5,1
14,2,42,32,95,91,9,1
11,6,42,20,79,70,6,0
21,3,53,73,56,29,8,0
20,0,29,52,80,94,5,0
21,4,45,45,57,33,5,0
10,3,16,44,82,45,3,1
6,5,41,8,29,66,7,1
4,5,76,5,46,49,2,1
16,4,48,50,84,75,3,0
23,2,33,34,11,61,2,1
19,5,95,81,73,23,8,0
8,0,79,52,95,30,4,0
13,3,97,18,45,43,8,0
11,0,96,68,14,105,8,1
5,2,63,24,73,86,8,1
16,0,47,10,16,56,8,0
18,0,83,73,79,21,8,0
18,1,89,16,31,31,9,1
15,0,84,35,83,40,2,0
11,4,41,89,55,88,9,1
11,3,54,94,49,90,8,0
19,1,70,95,70,83,1,1
5,3,79,20,55,87,5,0
22,3,97,17,93,62,2,1
3,2,62,59,37,73,5,0
5,2,60,17,96,119,8,1
10,1,85,0,44,81,9,0
0,5,65,13,10,105,9,1
23,6,36,7,38,112,1,0
22,2,47,65,18,92,7,0
14,6,71,50,18,109,8,0
10,2,27,78,31,31,3,0
18,2,73,59,72,20,6,0
17,3,86,33,75,91,3,0
16,1,39,35,89,52,9,1
18,3,58,61,67,83,3,1
20,4,50,0,79,87,2,0
13,3,22,84,64,33,9,1
17,6,43,41,22,112,8,0
18,6,34,0,28,33,8,0
14,4,75,95,88,28,2,1
14,0,27,83,42,92,6,0
3,0,14,53,83,45,5,0
6,4,28,46,74,68,2,1
12,4,51,99,69,36,5,0
2,3,27,38,21,87,4,0
15,4,41,29,52,79,9,1
8,1,30,6,26,22,1,1
7,0,19,21,77,112,6,0
19,0,46,49,38,44,7,0
12,5,58,44,64,40,6,0
16,4,95,73,16,31,5,0
16,2,22,71,53,73,4,0
16,2,64,90,86,20,5,0
0,4,26,9,14,20,9,0
7,1,18,13,69,64,5,1
18,2,97,45,15,65,8,0
5,5,53,74,16,67,7,0
2,6,87,5,55,26,4,1
4,4,55,20,66,29,5,0
12,1,17,61,63,34,7,0
14,1,46,96,55,59,6,1
13,3,28,18,19,30,3,0
22,1,72,87,13,75,3,1
15,2,55,81,76,65,2,1
17,6,80,98,34,64,3,1
21,2,35,61,96,106,1,1
21,4,55,82,87,32,9,1
10,6,55,52,70,46,2,1
2,4,84,23,47,100,3,1
21,1,23,55,41,69,5,0
9,5,94,61,32,80,4,1
9,0,72,33,46,32,5,1
20,6,81,21,12,31,6,0
15,3,12,67,22,48,5,0
11,0,37,56,43,104,1,1
1,1,38,9,97,103,6,1
8,1,96,65,74,39,9,1
23,0,27,7,85,50,3,1
2,3,44,96,17,27,2,0
23,6,86,37,92,43,6,0
14,6,85,61,18,94,3,1
2,0,56,27,37,58,4,0
18,4,14,9,87,52,6,0
17,2,84,44,27,61,6,0
7,5,68,64,51,34,2,0
16,4,84,97,50,87,3,1
7,6,68,66,79,84,9,0
6,2,56,8,42,51,2,0
6,5,22,4,98,30,3,1
2,5,87,9,86,113,9,0
0,5,98,11,63,56,4,1
3,1,42,81,96,38,1,1
4,5,71,57,45,70,2,0
0,3,88,20,94,119,3,0
14,0,25,20,65,53,9,1
4,6,53,64,26,90,9,0
12,3,67,2,19,79,6,1
7,0,15,68,96,103,6,1
7,4,98,88,53,72,3,0
4,4,24,63,11,31,5,1
8,0,13,48,23,81,4,1
0,3,65,71,50,115,9,0
3,0,73,16,11,85,9,0
2,5,77,72,28,105,1,1
1,1,43,31,89,67,8,0
7,6,65,69,98,59,9,1
22,4,41,20,10,43,5,0
8,6,18,6,11,69,4,1
1,1,72,6,36,114,4,0
13,5,81,26,11,87,2,0
13,5,87,7,60,107,9,0
3,4,42,72,19,62,5,0
5,4,96,27,28,36,3,0
10,5,30,78,89,102,6,1
2,2,64,65,22,74,9,1
7,6,85,70,57,53,9,0
2,1,66,46,65,116,5,1
13,6,11,81,81,89,8,0
12,1,22,85,65,79,4,1
12,2,13,9,59,70,5,1
1,3,93,32,54,119,7,1
12,1,59,6,98,96,7,0
18,6,57,2,68,92,7,0
5,0,87,13,48,54,8,1
15,5,39,43,30,53,5,1
1,5,38,45,64,35,1,1
7,2,17,60,66,101,9,1
16,1,21,35,50,37,9,0
22,3,50,12,79,57,7,0
1,1,35,15,91,62,6,1
9,5,59,79,58,51,5,0
15,4,11,4,53,26,5,1
5,0,64,88,44,106,3,0
1,2,65,37,14,106,1,1
1,4,23,49,80,65,6,0
12,6,15,37,83,80,8,1
23,3,90,55,83,37,2,0
14,4,98,62,60,90,8,1
1,6,70,47,66,59,8,0
6,4,21,89,67,107,8,1
2,3,22,58,45,97,3,1
7,4,28,76,19,69,8,0
22,2,53,43,59,24,4,0
13,5,98,89,46,73,3,0
23,1,68,54,29,105,9,1
22,4,46,54,22,77,8,1
21,2,34,0,84,41,2,1
6,1,25,7,28,93,8,0
20,6,47,3,65,109,3,1
6,1,52,84,54,98,6,0
0,6,96,85,69,57,5,1
16,4,23,52,77,68,8,1
8,2,15,57,66,20,9,1
20,5,98,36,63,97,7,0
12,4,32,48,46,55,6,1
20,6,69,66,92,114,6,1
18,3,21,18,46,47,1,0
20,1,22,0,23,117,5,1
18,4,15,28,53,54,8,0
21,6,72,86,92,79,6,1
16,1,47,32,51,81,1,1
22,6,59,51,10,106,5,0
22,2,61,40,32,65,5,1
9,0,49,22,73,102,3,0
9,4,17,4,37,101,8,0
3,5,70,70,13,98,9,1
7,4,17,56,50,80,6,1
21,1,43,5,69,84,6,1
19,2,88,48,27,108,2,1
19,6,69,21,72,45,2,1
17,3,66,76,70,54,6,0
13,5,55,75,58,76,8,0
17,2,31,3,56,98,2,0
13,4,96,71,48,82,9,0
19,3,49,63,98,23,9,0
20,2,54,36,91,98,4,1
23,0,64,30,15,61,4,0
14,5,60,36,92,64,4,0
21,1,95,44,62,58,5,1
3,2,14,89,85,84,8,1
12,2,22,7,34,41,2,1
22,0,37,39,74,30,5,1
7,4,93,96,14,56,2,0
17,6,89,92,74,109,8,1
11,6,71,4,17,70,1,0
22,5,96,27,48,110,7,1
13,5,33,80,52,77,3,1
1,1,16,86,91,96,4,0
17,2,47,8,82,26,8,0
23,3,46,1,14,27,3,1
1,2,77,62,13,70,7,0
10,6,51,95,10,42,1,1
8,1,95,50,65,109,9,1
11,2,14,30,54,110,6,0
16,0,73,6,74,28,3,0
14,6,59,29,12,65,7,0
16,2,96,57,31,57,5,1
17,2,24,2,81,32,8,0
21,6,82,50,65,26,8,0
5,3,62,55,27,30,9,1
16,6,34,72,34,93,6,0
22,0,98,9,57,116,4,0
23,0,94,60,93,69,2,0
17,2,18,49,40,86,3,0
7,5,47,46,39,60,5,1
8,3,31,89,89,48,8,0
5,2,96,0,75,56,2,1
4,6,58,93,90,75,5,1
11,2,77,56,19,99,9,0
10,1,24,37,80,35,2,1
0,1,74,61,68,63,8,0
10,5,63,78,60,69,3,1
18,3,39,88,18,90,8,0
8,4,29,69,63,98,4,1
1,1,42,81,71,25,4,1
11,4,95,64,90,37,7,1
3,0,86,61,18,38,5,1
3,1,16,55,18,70,4,1
17,1,17,66,33,85,7,1
14,3,37,16,48,22,3,0
18,5,54,7,84,108,9,1
12,4,82,59,17,119,5,0
18,6,98,39,34,73,3,1
16,1,89,80,75,68,2,0
5,1,83,88,19,47,7,1
15,3,20,61,33,57,7,1
23,3,40,40,89,47,5,1
11,5,21,11,92,51,4,1
18,4,87,92,68,60,2,1
4,0,60,88,40,55,2,1
16,6,53,99,20,55,7,1
22,5,59,53,15,106,7,1
0,0,26,88,79,85,4,0
23,2,44,92,41,29,4,0
22,1,10,10,48,89,4,1
9,4,38,59,57,91,2,0
14,5,60,67,22,98,9,1
22,1,73,77,68,112,1,0
20,4,13,45,76,82,8,1
20,4,96,37,65,111,6,0
10,4,37,60,50,41,7,0
12,1,25,16,65,117,5,1
4,5,72,65,44,39,6,0
0,6,85,71,47,52,6,1
23,3,62,35,90,34,9,1
11,1,94,73,76,26,4,0
10,4,26,6,43,107,5,1
16,5,49,99,85,109,4,0
3,6,22,15,97,69,1,0
14,2,61,13,79,29,6,0
8,0,67,79,20,98,5,0
20,4,46,24,36,56,4,0
19,2,88,3,57,78,6,0
18,3,85,28,33,107,5,1
18,6,70,55,27,94,3,0
11,6,88,5,36,82,2,0
4,4,43,0,63,40,6,0
9,6,79,38,64,98,4,1
16,2,26,0,30,98,3,1
4,4,29,62,68,56,8,1
21,1,82,56,43,64,9,0
15,5,68,66,67,33,7,0
6,2,78,64,57,62,2,0
8,5,96,64,63,104,8,1
2,1,42,20,27,103,5,1
14,1,87,29,12,52,7,1
15,5,26,95,33,22,5,0
17,2,66,32,10,106,2,0
13,5,92,47,15,63,4,1
2,5,10,21,28,106,5,0
11,0,22,93,95,110,6,1
8,2,36,53,52,54,5,1
6,0,79,3,17,44,1,1
8,4,68,86,78,115,1,0
12,6,15,54,61,105,3,1
17,5,32,43,82,27,9,1
4,4,19,88,56,81,2,0
12,2,60,11,94,37,5,0
3,5,28,80,37,111,9,1
1,6,60,78,55,47,7,0
15,4,96,73,13,94,8,0
8,3,77,98,97,31,2,0
8,1,93,51,17,83,5,0
5,5,92,92,70,21,9,1
10,6,51,75,26,78,1,0
21,1,66,64,43,56,1,1
23,0,77,64,29,23,8,0
21,4,47,9,89,60,2,0
0,0,71,17,83,64,9,1
3,6,16,46,43,53,9,0
12,5,80,65,52,106,4,0
22,1,59,48,19,32,2,1
12,1,61,71,39,26,3,1
12,4,35,21,34,51,1,1
1,5,35,85,66,42,3,0
8,3,28,25,72,68,5,0
23,3,18,89,80,91,3,0
7,4,70,8,56,66,3,1
6,5,29,20,93,56,6,0
3,4,59,94,90,117,3,1
17,5,89,62,12,67,3,1
2,6,90,5,55,48,9,1
5,6,31,13,45,56,2,1
11,0,22,32,35,42,1,1
11,4,21,70,19,57,8,0
20,5,19,23,43,112,3,1
7,3,74,72,87,63,7,1
21,5,39,74,17,24,2,1
21,6,17,86,64,71,8,1
0,5,30,50,19,59,9,0
3,4,31,1,66,30,8,0
20,0,27,14,88,97,8,0
10,0,75,34,95,21,8,1
2,0,57,35,54,54,7,0
12,0,53,91,59,64,2,0
16,6,18,38,73,68,8,1
21,2,76,3,11,54,5,1
21,4,63,63,54,111,6,1
9,1,35,73,71,91,4,1
20,4,94,5,23,51,1,1
11,2,35,56,83,87,5,0
14,0,43,29,24,90,3,0
20,2,17,98,23,58,9,0
9,3,19,73,40,67,4,0
13,3,57,95,38,110,2,0
12,6,64,66,36,56,4,1
4,4,63,89,94,79,3,0
5,4,87,14,18,100,3,0
23,1,49,16,29,93,5,0
1,6,24,90,67,23,1,0
21,1,90,17,88,42,5,0
16,3,27,18,97,33,8,1
3,0,32,75,58,24,9,1
13,2,71,87,66,85,1,0
9,1,55,68,25,43,2,1
2,5,96,23,84,37,2,0
2,1,48,90,17,46,6,0
14,0,24,47,76,43,1,1
5,0,62,29,28,48,1,1
16,4,97,14,76,30,2,1
11,2,73,46,45,37,4,0
21,0,72,43,98,23,2,0
19,6,89,97,69,52,4,0
23,1,25,26,45,97,3,1
10,1,79,83,20,61,3,1
3,3,75,63,60,51,9,0
5,0,22,40,89,70,8,1
0,5,56,95,64,23,9,1
19,4,18,67,63,39,1,0
22,2,72,4,26,104,5,1
15,5,43,52,71,86,4,1
14,4,90,7,51,108,9,0
16,1,38,21,33,87,3,0
7,5,46,6,26,81,5,0
11,4,52,21,57,77,8,1
21,1,95,45,93,66,5,0
20,1,73,29,95,94,9,1
9,1,33,15,79,99,2,0
14,1,80,78,16,78,6,0
8,6,43,4,23,119,5,0
1,1,57,66,20,25,9,1
4,3,21,22,21,114,7,0
5,5,32,60,14,59,8,0
6,4,88,73,14,96,7,1
20,3,22,4,29,42,5,1
0,6,96,22,63,71,5,0
22,3,54,78,64,23,4,0
6,0,74,81,67,56,2,0
19,0,56,24,88,61,9,1
11,0,67,7,99,63,3,1
15,2,14,94,39,116,3,0
15,0,86,20,33,61,3,0
10,4,14,1,96,48,8,0
20,3,69,21,82,38,6,0
3,4,30,71,12,103,1,1
12,5,33,86,57,51,3,1
6,0,27,95,80,63,4,1
3,6,30,71,31,74,2,0
14,2,63,67,23,99,6,0
18,5,19,63,57,24,1,1
8,6,33,93,38,65,1,0
10,2,94,18,59,95,8,1
7,5,98,86,89,64,4,0
0,3,69,81,19,40,1,0
22,4,66,52,80,97,7,0
23,1,32,92,98,41,9,1
7,4,31,86,36,49,7,0
12,0,77,96,88,42,1,0
21,6,43,51,37,24,1,1
3,1,79,46,18,82,1,0
7,2,37,81,80,112,8,0
2,3,48,53,89,78,7,1
8,3,51,43,35,113,3,0
1,2,32,96,90,101,3,1
1,0,79,6,96,71,3,0
12,2,89,91,17,84,2,0
14,5,11,0,11,58,4,1
22,6,33,62,66,100,7,0
11,6,26,97,61,22,9,1
3,0,74,38,67,61,3,0
7,1,79,18,12,90,7,1
8,2,78,30,17,46,4,0
22,0,69,76,68,47,1,0
4,6,59,23,11,73,5,0
23,1,21,68,71,114,8,0
19,2,56,86,58,34,3,0
17,3,76,82,29,72,4,1
10,2,74,64,38,91,3,0
14,4,36,32,26,89,8,1
21,2,57,58,83,111,8,1
8,4,97,32,31,23,4,0
16,1,71,31,15,113,2,0
11,2,53,58,71,36,3,0
6,1,28,91,40,53,3,1
9,1,68,40,71,25,4,0
9,6,17,11,21,55,2,0
12,0,64,72,21,118,2,0
18,1,56,10,72,58,3,0
10,1,11,96,25,99,1,0
12,6,48,18,34,85,8,0
20,6,54,53,31,27,6,1
7,2,41,56,97,34,3,0
7,6,74,41,85,82,1,1
3,2,47,97,27,110,3,1
14,3,86,70,54,99,1,0
10,6,20,30,89,84,3,0
10,0,19,51,77,78,4,1
0,1,68,1,21,29,6,0
16,0,99,82,58,26,7,0
14,4,64,37,42,93,7,0
19,6,29,31,95,95,9,0
5,1,90,9,72,100,8,1
23,0,26,7,27,31,4,1
21,6,77,89,63,98,6,1
14,6,14,93,36,65,1,0
8,3,69,74,92,51,8,1
13,3,32,19,87,51,6,1
17,1,55,19,34,109,2,1
16,4,61,8,43,97,8,0
17,3,19,71,97,109,4,0
4,3,55,14,69,80,9,0
19,4,37,97,63,88,4,0
19,0,52,87,96,80,1,0
8,3,35,96,14,65,7,1
10,2,64,62,45,87,5,1
23,5,57,90,63,111,5,0
21,5,38,20,97,74,4,0
0,3,36,4,45,20,6,1
17,0,27,34,78,96,1,1
5,6,69,84,48,86,3,0
1,0,83,67,79,68,7,0
14,1,78,47,13,44,8,0
20,2,83,79,83,35,9,1
13,0,30,94,74,104,1,1
4,4,33,89,94,32,4,0
5,2,12,61,49,71,2,0
5,5,71,34,46,55,2,1
21,2,11,69,76,91,1,1
17,4,75,96,40,63,5,1
13,3,51,20,90,102,2,0
9,4,43,79,96,66,4,0
13,4,51,38,86,99,9,0
12,3,29,33,56,95,3,0
2,3,77,14,36,39,8,1
5,3,54,5,60,37,6,1
7,3,84,65,29,73,5,0
11,3,51,87,22,31,2,0
12,4,56,55,72,44,3,0
10,1,14,48,53,79,8,0
11,1,98,91,33,94,9,0
0,0,58,0,12,105,7,0
16,1,46,64,19,53,1,0
15,5,43,27,74,32,6,0
10,1,82,99,58,57,7,0
12,4,79,19,67,31,6,0
17,3,27,47,86,55,2,1
10,3,87,71,87,47,9,1
11,6,28,64,11,110,3,1
5,6,87,89,75,58,6,1
8,6,49,50,40,96,6,0
15,4,26,42,77,62,8,1
3,5,69,48,92,110,4,1
2,1,51,24,46,50,6,1
15,4,90,73,82,21,1,1
23,0,81,75,33,101,9,1
11,3,74,40,86,109,9,0
10,6,62,70,53,61,7,1
4,2,16,63,92,50,1,1
17,0,14,60,50,80,3,0
18,6,33,11,83,75,5,1
22,5,37,80,60,105,4,0
22,0,71,68,51,119,5,1
5,4,26,13,87,102,7,0
21,1,29,33,49,33,9,0
17,3,12,47,57,33,1,0
5,5,46,60,93,48,5,1
3,5,99,80,13,100,3,1
11,2,24,34,69,69,3,0
18,0,60,64,48,69,2,0
1,2,57,58,14,82,6,0
16,1,17,35,15,92,6,0
10,6,22,78,23,84,3,0
10,1,57,18,79,87,1,0
20,6,12,41,87,90,7,0
15,2,74,68,21,30,2,0
1,3,82,18,71,33,8,0
1,1,40,38,36,102,3,0
22,2,35,68,63,22,1,1
7,0,90,51,99,27,9,0
12,2,65,11,21,112,5,1
9,2,43,82,17,62,1,0
7,4,18,46,83,28,6,1
3,1,71,75,25,38,3,0
14,3,22,35,61,31,4,1
0,3,78,62,35,46,8,0
10,4,50,75,17,77,5,0
6,6,86,81,54,44,6,0
16,5,10,50,93,64,4,1
19,6,98,42,90,67,6,0
23,3,56,33,28,69,3,0
17,2,13,96,26,100,1,0
21,4,72,48,74,63,6,1
21,0,61,17,38,78,1,1
11,1,19,60,23,52,3,0
8,1,37,56,26,97,8,0
4,1,15,92,22,47,7,1
9,2,36,4,72,37,8,1
3,0,21,88,42,74,2,0
4,4,71,23,38,52,7,0
9,4,61,92,46,34,4,0
10,1,57,63,92,80,1,1
20,0,76,58,55,30,3,1
23,0,55,37,33,55,5,0
9,0,83,32,23,34,8,1
7,3,24,9,14,72,2,1
1,3,80,36,62,81,2,0
22,1,45,96,97,67,8,0
7,0,23,86,39,113,9,0
15,5,87,10,69,34,1,1
21,0,12,23,82,82,2,1
4,4,76,87,37,106,4,0
2,4,95,70,35,62,3,1
11,1,28,20,27,69,1,1
12,5,85,19,45,79,4,1
12,0,63,9,17,78,2,1
9,6,78,88,27,34,5,0
3,5,19,46,93,48,1,1
8,1,42,99,67,94,8,0
21,4,22,46,41,101,2,1
23,6,60,14,58,59,3,0
22,4,41,43,57,50,3,1
1,3,84,61,91,92,4,0
18,1,33,5,80,105,7,0
0,1,44,65,74,30,9,1
6,0,92,75,42,100,3,1
16,0,79,3,59,116,1,0
2,3,49,22,13,81,1,1
19,6,63,12,93,94,6,0
19,2,53,80,45,27,5,0
20,5,71,30,37,70,7,0
2,2,77,15,12,76,7,0
2,2,42,40,15,23,3,1
16,1,86,89,54,55,7,1
6,5,65,91,32,38,9,1
13,1,45,0,16,43,8,1
16,5,63,11,70,60,3,1
17,4,28,55,74,68,5,0
12,1,52,49,15,101,8,1
19,1,21,19,33,116,2,1
19,1,20,65,46,65,7,1
20,6,79,35,54,55,7,0
17,3,21,78,60,29,8,1
3,1,50,37,97,97,1,1
0,0,34,21,54,26,8,1
17,0,12,60,72,31,1,1
0,5,12,49,38,105,3,1
12,4,93,95,34,110,9,0
19,3,37,58,19,67,4,1
19,6,32,19,44,56,9,1
22,5,57,35,64,94,1,1
9,0,76,96,34,55,8,0
10,3,51,14,54,79,3,1
8,3,97,61,21,96,7,1
8,4,49,2,13,115,2,0
4,3,15,92,99,27,7,1
0,1,29,90,76,26,7,0
16,3,20,4,26,62,9,1
21,4,36,55,82,77,2,0
1,5,30,30,74,100,8,0
23,4,22,85,91,105,5,0
12,6,95,34,62,65,9,0
8,4,44,70,93,53,8,1
3,0,56,69,66,103,3,0
4,1,95,25,37,91,3,0
10,0,37,0,25,41,8,1
23,5,30,82,30,110,9,1
18,2,27,6,86,117,2,0
20,5,40,35,51,40,3,0
2,1,69,75,63,34,8,1
11,3,46,83,41,24,2,0
18,4,30,86,47,36,8,1
18,2,23,24,79,91,5,1
12,1,98,93,47,38,6,0
6,0,69,58,63,24,4,1
14,4,32,60,69,42,3,1
22,5,38,28,86,102,8,0
6,0,56,94,86,33,9,1
7,1,39,17,56,29,8,1
4,1,99,40,21,50,9,0
20,5,93,18,62,32,1,1
13,2,47,3,42,41,5,1
3,5,92,64,37,56,7,0
22,3,36,40,12,58,8,1
9,0,98,14,91,29,2,1
19,2,96,53,35,50,4,1
14,4,24,63,63,62,7,1
17,6,68,71,49,118,5,0
19,3,12,14,75,96,1,1
12,2,19,78,77,113,2,0
7,6,88,49,98,117,5,1
8,6,89,21,99,55,6,0
15,0,26,17,56,54,1,1
18,1,92,79,11,87,3,0
15,4,20,1,51,74,6,0
6,5,57,35,43,87,6,1
13,0,14,19,30,66,7,1
13,3,78,15,53,25,3,0
3,6,73,66,96,47,1,0
14,3,23,29,11,49,7,0
2,6,59,54,68,46,3,0
4,1,35,65,95,88,5,0
0,1,81,98,25,58,4,0
2,4,78,25,29,54,1,1
14,5,16,56,35,63,7,1
23,4,25,68,25,34,4,0
7,1,64,1,79,102,1,0
3,1,87,55,32,113,6,1
1,3,65,83,51,51,4,0
23,1,13,61,46,48,4,0
23,2,57,33,81,82,2,1
9,6,26,97,15,25,1,1
3,0,45,55,46,109,3,0
2,1,79,54,31,46,5,1
1,4,89,19,15,118,9,0
16,5,47,49,41,47,7,1
22,6,71,24,26,24,4,0
20,6,57,83,47,60,8,0
23,5,19,24,26,75,4,0
19,5,45,52,46,73,6,0
22,6,38,13,32,99,1,1
12,2,87,59,58,37,6,1
4,4,13,42,70,96,5,1
20,2,53,61,58,62,2,0
8,1,65,75,70,108,1,1
21,0,51,68,86,93,6,0
5,5,22,62,41,48,2,0
4,4,55,1,95,29,9,1
9,5,91,53,72,25,9,1
7,2,42,15,16,99,1,0
6,3,30,54,31,108,5,0
6,1,89,93,94,23,8,1
5,0,88,42,15,53,4,1
20,1,66,60,70,102,3,1
19,3,78,37,23,52,5,1
2,0,79,44,25,23,5,1
18,3,76,50,12,63,8,0
21,1,57,41,18,117,6,0
14,2,85,23,56,95,2,0
3,6,42,29,94,50,1,1
11,1,45,36,51,99,3,0
5,1,42,52,51,85,2,1
